i,drand48()
7675,0.449051
7676,0.107942
7677,0.947653
7678,0.183986
7679,0.641668
7680,0.608418
7681,0.847861
7682,0.898546
7683,0.111704
7684,0.65044
7685,0.668674
7686,0.996768
7687,0.309561
7688,0.396952
7689,0.0441143
7690,0.539336
7691,0.79724
7692,0.843766
7693,0.663278
7694,0.0268696
7695,0.56727
7696,0.518545
7697,0.444394
7698,0.689465
7699,0.482803
7700,0.757689
7701,0.699229
7702,0.0759474
7703,0.854112
7704,0.6883
7705,0.422664
7706,0.421642
7707,0.919444
7708,0.435191
7709,0.759385
7710,0.951658
7711,0.199139
7712,0.424414
7713,0.344892
7714,0.160226
7715,0.248487
7716,0.352881
7717,0.350142
7718,0.403604
7719,0.419662
7720,0.778954
7721,0.327526
7722,0.140534
7723,0.544857
7724,0.905574
7725,0.15064
7726,0.464496
7727,0.425462
7728,0.972396
7729,0.642046
7730,0.38843
7731,0.125523
7732,0.44693
7733,0.713189
7734,0.685699
7735,0.0571779
7736,0.560004
7737,0.71092
7738,0.0594592
7739,0.962215
7740,0.524482
7741,0.0279522
7742,0.433083
7743,0.153978
7744,0.317703
7745,0.133478
7746,0.231678
7747,0.819765
7748,0.210095
7749,0.898692
7750,0.492119
7751,0.0934575
7752,0.250924
7753,0.204619
7754,0.407461
7755,0.804931
7756,0.845824
7757,0.241416
7758,0.720397
7759,0.875819
7760,0.00195527
7761,0.944945
7762,0.0469383
7763,0.855269
7764,0.10035
7765,0.614063
7766,0.381275
7767,0.934741
7768,0.45967
7769,0.747813
7770,0.42937
7771,0.323598
7772,0.962603
7773,0.512918
7774,0.0941132
7775,0.248933
7776,0.560061
7777,0.366975
7778,0.0186249
7779,0.220845
7780,0.186895
7781,0.230191
7782,0.044542
7783,0.00124242
7784,0.106843
7785,0.117877
7786,0.295085
7787,0.868506
7788,0.747811
7789,0.357295
7790,0.212508
7791,0.986264
7792,0.938432
7793,0.846359
7794,0.708659
7795,0.681711
7796,0.063322
7797,0.339594
7798,0.896309
7799,0.202763
7800,0.920967
7801,0.430427
7802,0.00623699
7803,0.554845
7804,0.101004
7805,0.840956
7806,0.73761
7807,0.583833
7808,0.0565728
7809,0.323885
7810,0.691796
7811,0.853903
7812,0.994974
7813,0.0602414
7814,0.785437
7815,0.615532
7816,0.461902
7817,0.925094
7818,0.788499
7819,0.333241
7820,0.470073
7821,0.556873
7822,0.876398
7823,0.673882
7824,0.094075
7825,0.359736
7826,0.389501
7827,0.3891
7828,0.195027
7829,0.588944
7830,0.75389
7831,0.270436
7832,0.879421
7833,0.603399
7834,0.707843
7835,0.938278
7836,0.167773
7837,0.44485
7838,0.900816
7839,0.0382304
7840,0.335041
7841,0.737958
7842,0.465649
7843,0.867514
7844,0.373825
7845,0.758222
7846,0.0183297
7847,0.2128
7848,0.86399
7849,0.53515
7850,0.499014
7851,0.437674
7852,0.252498
7853,0.335972
7854,0.447395
7855,0.567013
7856,0.651976
7857,0.491386
7858,0.397342
7859,0.246507
7860,0.956004
7861,0.600564
7862,0.600456
7863,0.243865
7864,0.496781
7865,0.89977
7866,0.844503
7867,0.354754
7868,0.992883
7869,0.350144
7870,0.647254
7871,0.69794
7872,0.961177
7873,0.538464
7874,0.0841108
7875,0.96259
7876,0.609931
7877,0.173972
7878,0.281865
7879,0.00412508
7880,0.955944
7881,0.0789397
7882,0.592299
7883,0.586885
7884,0.185716
7885,0.525622
7886,0.387262
7887,0.121249
7888,0.231648
7889,0.37333
7890,0.608794
7891,0.0344602
7892,0.983989
7893,0.152709
7894,0.80922
7895,0.308677
7896,0.286175
7897,0.366995
7898,0.650712
7899,0.592531
7900,0.846727
7901,0.309449
7902,0.253159
7903,0.785493
7904,0.879576
7905,0.500609
7906,0.513365
7907,0.764727
7908,0.794246
7909,0.937143
7910,0.5255
7911,0.894744
7912,0.688604
7913,0.115454
7914,0.548533
7915,0.569569
7916,0.0437697
7917,0.787696
7918,0.955387
7919,0.489336
7920,0.630394
7921,0.556292
7922,0.203001
7923,0.887997
7924,0.65803
7925,0.286613
7926,0.853123
7927,0.99152
7928,0.0380459
7929,0.378102
7930,0.898824
7931,0.597545
7932,0.891926
7933,0.784411
7934,0.288442
7935,0.594492
7936,0.18047
7937,0.306117
7938,0.341659
7939,0.262954
7940,0.317951
7941,0.729198
7942,0.304719
7943,0.372507
7944,0.584631
7945,0.373026
7946,0.254609
7947,0.966509
7948,0.98007
7949,0.208201
7950,0.924513
7951,0.644987
7952,0.240446
7953,0.962863
7954,0.35246
7955,0.456115
7956,0.150888
7957,0.252321
7958,0.947322
7959,0.800477
7960,0.046862
7961,0.328015
7962,0.0947609
7963,0.16509
7964,0.748424
7965,0.275325
7966,0.592185
7967,0.927875
7968,0.792262
7969,0.513957
7970,0.386143
7971,0.814892
7972,0.106492
7973,0.0280738
7974,0.495791
7975,0.0252445
7976,0.553113
7977,0.525726
7978,0.92835
7979,0.250468
7980,0.586629
7981,0.48823
7982,0.441003
7983,0.260594
7984,0.641895
7985,0.000804742
7986,0.370883
7987,0.877637
7988,0.469715
7989,0.177179
7990,0.461206
7991,0.744381
7992,0.138616
7993,0.615027
7994,0.755751
7995,0.572904
7996,0.671869
7997,0.498419
7998,0.642664
7999,0.540083
8000,0.599845
8001,0.941241
8002,0.0067492
8003,0.218318
8004,0.0919062
8005,0.825496
8006,0.0300521
8007,0.187038
8008,0.754955
8009,0.504917
8010,0.374772
8011,0.0774725
8012,0.816577
8013,0.232565
8014,0.529625
8015,0.838853
8016,0.871398
8017,0.336525
8018,0.818085
8019,0.0734745
8020,0.985016
8021,0.956972
8022,0.599948
8023,0.231042
8024,0.999103
8025,0.407436
8026,0.270104
8027,0.655665
8028,0.84526
8029,0.910779
8030,0.821908
8031,0.0831372
8032,0.488698
8033,0.954264
8034,0.627093
8035,0.349132
8036,0.423416
8037,0.816949
8038,0.147718
8039,0.213396
8040,0.0190424
8041,0.845965
8042,0.0743641
8043,0.269511
8044,0.269959
8045,0.835934
8046,0.742879
8047,0.598294
8048,0.866664
8049,0.828694
8050,0.0619032
8051,0.8553
8052,0.947891
8053,0.869729
8054,0.855581
8055,0.844375
8056,0.302978
8057,0.695328
8058,0.83901
8059,0.820886
8060,0.283893
8061,0.0829468
8062,0.0747879
8063,0.0566194
8064,0.814767
8065,0.169707
8066,0.962409
8067,0.865738
8068,0.916317
8069,0.564307
8070,0.671233
8071,0.885338
8072,0.309197
8073,0.570102
8074,0.603416
8075,0.98864
8076,0.342811
8077,0.466937
8078,0.454848
8079,0.612712
8080,0.586726
8081,0.122034
8082,0.797149
8083,0.350629
8084,0.495562
8085,0.412178
8086,0.727616
8087,0.500439
8088,0.143595
8089,0.127528
8090,0.000379526
8091,0.506228
8092,0.853576
8093,0.419157
8094,0.462633
8095,0.261561
8096,0.800123
8097,0.0660009
8098,0.454518
8099,0.479823
8100,0.239143
8101,0.131119
8102,0.798144
8103,0.442382
8104,0.741901
8105,0.101454
8106,0.886359
8107,0.602486
8108,0.739525
8109,0.64961
8110,0.299583
8111,0.704508
8112,0.307993
8113,0.401248
8114,0.0215901
8115,0.244304
8116,0.645171
8117,0.858859
8118,0.213177
8119,0.482375
8120,0.263632
8121,0.133694
8122,0.234702
8123,0.578205
8124,0.90213
8125,0.725245
8126,0.111385
8127,0.258236
8128,0.354406
8129,0.00483384
8130,0.413827
8131,0.293546
8132,0.339107
8133,0.690543
8134,0.913511
8135,0.744444
8136,0.654813
8137,0.719217
8138,0.780155
8139,0.741169
8140,0.848485
8141,0.942661
8142,0.254023
8143,0.591943
8144,0.596079
8145,0.805116
8146,0.968966
8147,0.336389
8148,0.775873
8149,0.043889
8150,0.566681
8151,0.854259
8152,0.58649
8153,0.831579
8154,0.152947
8155,0.172308
8156,0.00416899
8157,0.1242
8158,0.0542766
8159,0.327863
8160,0.822046
8161,0.162828
8162,0.368356
8163,0.703134
8164,0.605833
8165,0.605951
8166,0.921846
8167,0.0626359
8168,0.226062
8169,0.0449908
8170,0.490703
8171,0.045619
8172,0.48099
8173,0.216355
8174,0.865438
8175,0.790282
8176,0.453419
8177,0.000746205
8178,0.499031
8179,0.916463
8180,0.0991992
8181,0.865394
8182,0.829042
8183,0.753856
8184,0.548479
8185,0.219442
8186,0.766493
8187,0.474524
8188,0.319166
8189,0.819384
8190,0.469047
8191,0.43821
8192,0.155268
8193,0.873365
8194,0.119801
8195,0.368884
8196,0.273362
8197,0.484179
8198,0.598586
8199,0.998978
8200,0.144318
8201,0.0652743
8202,0.321284
8203,0.107303
8204,0.473459
8205,0.0270535
8206,0.123409
8207,0.766861
8208,0.142662
8209,0.417977
8210,0.444633
8211,0.454327
8212,0.617709
8213,0.0125836
8214,0.626407
8215,0.0642811
8216,0.731782
8217,0.15362
8218,0.339082
8219,0.944274
8220,0.0627959
8221,0.205398
8222,0.809686
8223,0.713109
8224,0.0128789
8225,0.878569
8226,0.00662436
8227,0.751568
8228,0.560438
8229,0.701435
8230,0.461092
8231,0.0350098
8232,0.82965
8233,0.18911
8234,0.253038
8235,0.0993636
8236,0.652914
8237,0.589416
8238,0.47634
8239,0.850052
8240,0.185849
8241,0.64394
8242,0.415819
8243,0.107116
8244,0.0719152
8245,0.415493
8246,0.738422
8247,0.964566
8248,0.298202
8249,0.611251
8250,0.320814
8251,0.478742
8252,0.591557
8253,0.826609
8254,0.332708
8255,0.905874
8256,0.28483
8257,0.991447
8258,0.87418
8259,0.715247
8260,0.0490864
8261,0.901865
8262,0.659183
8263,0.209312
8264,0.705163
8265,0.84089
8266,0.857469
8267,0.599155
8268,0.665748
8269,0.846253
8270,0.492496
8271,0.39213
8272,0.03937
8273,0.47778
8274,0.560975
8275,0.542812
8276,0.375501
8277,0.917375
8278,0.936033
8279,0.859136
8280,0.723688
8281,0.738157
8282,0.864168
8283,0.0186269
8284,0.600684
8285,0.683336
8286,0.517961
8287,0.376627
8288,0.542571
8289,0.668186
8290,0.251867
8291,0.696496
8292,0.801457
8293,0.968778
8294,0.385204
8295,0.423935
8296,0.0194173
8297,0.0883129
8298,0.0409805
8299,0.10219
8300,0.169769
8301,0.136039
8302,0.665579
8303,0.686058
8304,0.944701
8305,0.145527
8306,0.784996
8307,0.580172
8308,0.0388081
8309,0.669748
8310,0.58882
8311,0.186185
8312,0.333646
8313,0.181883
8314,0.422054
8315,0.0952852
8316,0.93533
8317,0.385687
8318,0.883964
8319,0.073531
8320,0.915172
8321,0.990604
8322,0.237315
8323,0.940021
8324,0.714964
8325,0.96852
8326,0.303618
8327,0.87973
8328,0.719625
8329,0.805506
8330,0.121447
8331,0.727498
8332,0.889531
8333,0.958075
8334,0.86483
8335,0.13617
8336,0.454924
8337,0.175127
8338,0.924487
8339,0.145052
8340,0.0806115
8341,0.750109
8342,0.541849
8343,0.604969
8344,0.139029
8345,0.209891
8346,0.927898
8347,0.81929
8348,0.515038
8349,0.655054
8350,0.697775
8351,0.0179246
8352,0.89124
8353,0.55876
8354,0.5876
8355,0.300701
8356,0.615695
8357,0.567011
8358,0.500135
8359,0.140589
8360,0.875632
8361,0.871292
8362,0.736813
8363,0.614375
8364,0.034942
8365,0.335318
8366,0.929663
8367,0.18276
8368,0.13703
8369,0.43163
8370,0.379997
8371,0.0431471
8372,0.928175
8373,0.502287
8374,0.762075
8375,0.0619924
8376,0.473206
8377,0.11291
8378,0.0577572
8379,0.810395
8380,0.871492
8381,0.673265
8382,0.0793932
8383,0.793369
8384,0.546607
8385,0.793717
8386,0.517497
8387,0.112019
8388,0.590112
8389,0.418936
8390,0.450371
8391,0.326591
8392,0.154683
8393,0.902622
8394,0.0857228
8395,0.510558
8396,0.583156
8397,0.274858
8398,0.908832
8399,0.48058
8400,0.949999
8401,0.81253
8402,0.705283
8403,0.0491308
8404,0.805588
8405,0.0994699
8406,0.25426
8407,0.236109
8408,0.929616
8409,0.393447
8410,0.0744658
8411,0.568896
8412,0.799547
8413,0.779391
8414,0.000691303
8415,0.538598
8416,0.697806
8417,0.150465
8418,0.704754
8419,0.620914
8420,0.0550221
8421,0.0295897
8422,0.508035
8423,0.936055
8424,0.846959
8425,0.0231589
8426,0.000182864
8427,0.051789
8428,0.923745
8429,0.826053
8430,0.444131
8431,0.831247
8432,0.798665
8433,0.103269
8434,0.653602
8435,0.812204
8436,0.110381
8437,0.829874
8438,0.746429
8439,0.862528
8440,0.100204
8441,0.239444
8442,0.753815
8443,0.788416
8444,0.621542
8445,0.0142133
8446,0.678877
8447,0.944373
8448,0.481321
8449,0.740997
8450,0.00240869
8451,0.489026
8452,0.0658415
8453,0.589381
8454,0.412654
8455,0.796497
8456,0.941907
8457,0.167019
8458,0.350258
8459,0.232798
8460,0.367151
8461,0.236322
8462,0.798619
8463,0.369548
8464,0.76336
8465,0.492888
8466,0.181041
8467,0.0780488
8468,0.278425
8469,0.605078
8470,0.644861
8471,0.435725
8472,0.614632
8473,0.783104
8474,0.89276
8475,0.110076
8476,0.564894
8477,0.01234
8478,0.864488
8479,0.754249
8480,0.858625
8481,0.867545
8482,0.358124
8483,0.860356
8484,0.36313
8485,0.280994
8486,0.316822
8487,0.644492
8488,0.755343
8489,0.41767
8490,0.280793
8491,0.569686
8492,0.0164222
8493,0.704595
8494,0.0293815
8495,0.503658
8496,0.505341
8497,0.249843
8498,0.906873
8499,0.72719
8500,0.637112
8501,0.191011
8502,0.758599
8503,0.79126
8504,0.980278
8505,0.64486
8506,0.899664
8507,0.818089
8508,0.752974
8509,0.741985
8510,0.52392
8511,0.269241
8512,0.546996
8513,0.965965
8514,0.440567
8515,0.495331
8516,0.657416
8517,0.559199
8518,0.832985
8519,0.834452
8520,0.607338
8521,0.881986
8522,0.780171
8523,0.453711
8524,0.502229
8525,0.232416
8526,0.804822
8527,0.109264
8528,0.347995
8529,0.0579674
8530,0.530946
8531,0.129762
8532,0.746817
8533,0.661594
8534,0.293506
8535,0.066498
8536,0.723012
8537,0.262515
8538,0.966564
8539,0.976749
8540,0.309263
8541,0.5924
8542,0.416477
8543,0.356401
8544,0.876118
8545,0.459289
8546,0.472809
8547,0.471273
8548,0.652292
8549,0.903331
8550,0.599754
8551,0.676294
8552,0.0508887
8553,0.599455
8554,0.081101
8555,0.196492
8556,0.0811589
8557,0.0727028
8558,0.366486
8559,0.477591
8560,0.53383
8561,0.512603
8562,0.708103
8563,0.316679
8564,0.730639
8565,0.575041
8566,0.615842
8567,0.540244
8568,0.328758
8569,0.505524
8570,0.323481
8571,0.508834
8572,0.0747878
8573,0.308962
8574,0.0659687
8575,0.461298
8576,0.0704533
8577,0.0214239
8578,0.772767
8579,0.949274
8580,0.305805
8581,0.542411
8582,0.867754
8583,0.902031
8584,0.151367
8585,0.986547
8586,0.393434
8587,0.266606
8588,0.597298
8589,0.276168
8590,0.13541
8591,0.517336
8592,0.157245
8593,0.276874
8594,0.879636
8595,0.467218
8596,0.0924238
8597,0.372817
8598,0.285377
8599,0.851278
8600,0.48583
8601,0.0744412
8602,0.0747471
8603,0.71541
8604,0.438844
8605,0.275924
8606,0.626822
8607,0.124408
8608,0.457409
8609,0.751011
8610,0.500664
8611,0.507479
8612,0.830116
8613,0.652937
8614,0.604998
8615,0.761256
8616,0.316749
8617,0.316238
8618,0.469014
8619,0.217597
8620,0.807088
8621,0.83539
8622,0.463013
8623,0.710516
8624,0.273077
8625,0.39813
8626,0.561764
8627,0.213005
8628,0.523071
8629,0.501249
8630,0.858034
8631,0.0957938
8632,0.128056
8633,0.18552
8634,0.117377
8635,0.737045
8636,0.782994
8637,0.64681
8638,0.144736
8639,0.501407
8640,0.101277
8641,0.755441
8642,0.113532
8643,0.540777
8644,0.929447
8645,0.529319
8646,0.621797
8647,0.245541
8648,0.178627
8649,0.732688
8650,0.498561
8651,0.807398
8652,0.567468
8653,0.926542
8654,0.0265063
8655,0.322204
8656,0.680939
8657,0.284533
8658,0.59115
8659,0.258402
8660,0.195119
8661,0.755792
8662,0.958058
8663,0.303753
8664,0.778679
8665,0.0404707
8666,0.641461
8667,0.456423
8668,0.0383474
8669,0.822477
8670,0.711861
8671,0.387373
8672,0.362955
8673,0.645024
8674,0.0267389
8675,0.226893
8676,0.776308
8677,0.22698
8678,0.2152
8679,0.941738
8680,0.024003
8681,0.301073
8682,0.840581
8683,0.809141
8684,0.387297
8685,0.748779
8686,0.368847
8687,0.364194
8688,0.88533
8689,0.841812
8690,0.827446
8691,0.817308
8692,0.0456143
8693,0.347961
8694,0.119731
8695,0.794138
8696,0.695042
8697,0.581374
8698,0.712595
8699,0.342376
8700,0.856125
8701,0.776828
8702,0.016516
8703,0.244889
8704,0.885453
8705,0.43732
8706,0.982552
8707,0.55889
8708,0.226004
8709,0.178105
8710,0.832963
8711,0.0141863
8712,0.277865
8713,0.592583
8714,0.0823116
8715,0.0133978
8716,0.842058
8717,0.461283
8718,0.0832121
8719,0.812553
8720,0.731528
8721,0.270163
8722,0.81287
8723,0.366366
8724,0.547256
8725,0.194906
8726,0.898601
8727,0.909112
8728,0.314054
8729,0.0307511
8730,0.436337
8731,0.735306
8732,0.891504
8733,0.730181
8734,0.787427
8735,0.73606
8736,0.505178
8737,0.371618
8738,0.625728
8739,0.944077
8740,0.769425
8741,0.280056
8742,0.257055
8743,0.815829
8744,0.536542
8745,0.304562
8746,0.932694
8747,0.921803
8748,0.35184
8749,0.717955
8750,0.142011
8751,0.579089
8752,0.217272
8753,0.0213183
8754,0.88881
8755,0.214569
8756,0.467831
8757,0.931651
8758,0.752249
8759,0.627088
8760,0.498433
8761,0.716786
8762,0.204701
8763,0.07403
8764,0.700741
8765,0.670299
8766,0.632509
8767,0.25843
8768,0.588999
8769,0.13358
8770,0.786136
8771,0.869324
8772,0.724119
8773,0.956433
8774,0.806688
8775,0.628231
8776,0.651836
8777,0.41582
8778,0.447381
8779,0.632102
8780,0.822605
8781,0.299775
8782,0.870425
8783,0.736726
8784,0.980214
8785,0.415756
8786,0.269468
8787,0.389278
8788,0.117921
8789,0.14599
8790,0.190596
8791,0.554706
8792,0.0837365
8793,0.683713
8794,0.524678
8795,0.564019
8796,0.75158
8797,0.22107
8798,0.772168
8799,0.984808
8800,0.297099
8801,0.990034
8802,0.968414
8803,0.132778
8804,0.163639
8805,0.690798
8806,0.0608817
8807,0.03051
8808,0.365949
8809,0.377086
8810,0.0857751
8811,0.414592
8812,0.650739
8813,0.344811
8814,0.0644827
8815,0.49878
8816,0.96116
8817,0.42008
8818,0.572525
8819,0.338647
8820,0.586896
8821,0.336035
8822,0.695725
8823,0.797705
8824,0.22617
8825,0.58735
8826,0.928785
8827,0.78705
8828,0.0469379
8829,0.358846
8830,0.16714
8831,0.907001
8832,0.271599
8833,0.33393
8834,0.548652
8835,0.141995
8836,0.0851778
8837,0.533053
8838,0.600562
8839,0.397166
8840,0.997175
8841,0.83663
8842,0.100096
8843,0.47998
8844,0.590873
8845,0.675887
8846,0.75366
8847,0.452143
8848,0.743087
8849,0.084548
8850,0.30685
8851,0.950452
8852,0.467191
8853,0.0904244
8854,0.911247
8855,0.210717
8856,0.0511757
8857,0.375798
8858,0.467656
8859,0.752259
8860,0.861878
8861,0.47644
8862,0.540864
8863,0.383449
8864,0.250971
8865,0.139444
8866,0.178113
8867,0.778466
8868,0.315486
8869,0.0784727
8870,0.270185
8871,0.0248209
8872,0.676385
8873,0.401031
8874,0.75648
8875,0.438635
8876,0.986998
8877,0.725906
8878,0.108019
8879,0.544377
8880,0.0659483
8881,0.140761
8882,0.817222
8883,0.387325
8884,0.566856
8885,0.991181
8886,0.601193
8887,0.525957
8888,0.102805
8889,0.255286
8890,0.284652
8891,0.888606
8892,0.0938551
8893,0.294778
8894,0.796377
8895,0.69077
8896,0.110232
8897,0.827247
8898,0.893976
8899,0.328561
8900,0.655061
8901,0.419398
8902,0.458899
8903,0.387868
8904,0.634287
8905,0.93111
8906,0.888113
8907,0.951262
8908,0.866855
8909,0.560829
8910,0.98987
8911,0.324709
8912,0.0172533
8913,0.259503
8914,0.186103
8915,0.238396
8916,0.110395
8917,0.739237
8918,0.878438
8919,0.860819
8920,0.093872
8921,0.441184
8922,0.772509
8923,0.478742
8924,0.726251
8925,0.122204
8926,0.327752
8927,0.0792131
8928,0.826913
8929,0.0399244
8930,0.43712
8931,0.980872
8932,0.760631
8933,0.569582
8934,0.901233
8935,0.0230213
8936,0.0394698
8937,0.873013
8938,0.280389
8939,0.0709652
8940,0.399606
8941,0.500313
8942,0.649973
8943,0.938935
8944,0.39843
8945,0.468741
8946,0.59243
8947,0.487342
8948,0.927884
8949,0.00260413
8950,0.202654
8951,0.104388
8952,0.456884
8953,0.194162
8954,0.812018
8955,0.0342848
8956,0.905184
8957,0.961446
8958,0.726056
8959,0.832013
8960,0.872813
8961,0.827553
8962,0.276934
8963,0.389962
8964,0.265908
8965,0.861192
8966,0.497314
8967,0.542772
8968,0.887228
8969,0.124452
8970,0.388109
8971,0.776732
8972,0.216789
8973,0.836
8974,0.068265
8975,0.378232
8976,0.766973
8977,0.231783
8978,0.62744
8979,0.796842
8980,0.132369
8981,0.487207
8982,0.647801
8983,0.682843
8984,0.19576
8985,0.641512
8986,0.592732
8987,0.112498
8988,0.129606
8989,0.964237
8990,0.379846
8991,0.828653
8992,0.531538
8993,0.743436
8994,0.843155
8995,0.806526
8996,0.640626
8997,0.814468
8998,0.652624
8999,0.277756
9000,0.439166
9001,0.936106
9002,0.884702
9003,0.198313
9004,0.0965497
9005,0.14747
9006,0.439118
9007,0.481869
9008,0.654366
9009,0.685587
9010,0.06753
9011,0.609436
9012,0.785543
9013,0.73037
9014,0.939143
9015,0.203781
9016,0.538325
9017,0.883624
9018,0.515708
9019,0.0743797
9020,0.0546748
9021,0.733592
9022,0.470196
9023,0.112034
9024,0.641816
9025,0.34999
9026,0.464749
9027,0.273955
9028,0.287868
9029,0.980043
9030,0.637282
9031,0.0480253
9032,0.713587
9033,0.34817
9034,0.543481
9035,0.0325144
9036,0.51116
9037,0.715842
9038,0.301133
9039,0.193835
9040,0.459791
9041,0.539229
9042,0.604144
9043,0.564793
9044,0.0517125
9045,0.116963
9046,0.759794
9047,0.479438
9048,0.88959
9049,0.885616
9050,0.678276
9051,0.284156
9052,0.408413
9053,0.973736
9054,0.860253
9055,0.959551
9056,0.266593
9057,0.634797
9058,0.515808
9059,0.391301
9060,0.379661
9061,0.253911
9062,0.464858
9063,0.563221
9064,0.526659
9065,0.662069
9066,0.950935
9067,0.650894
9068,0.537816
9069,0.535036
9070,0.811463
9071,0.573364
9072,0.519617
9073,0.132531
9074,0.030695
9075,0.733382
9076,0.340037
9077,0.618198
9078,0.826802
9079,0.428821
9080,0.585807
9081,0.654123
9082,0.440846
9083,0.250179
9084,0.521646
9085,0.987701
9086,0.379324
9087,0.958074
9088,0.787915
9089,0.836799
9090,0.268489
9091,0.142659
9092,0.930864
9093,0.165055
9094,0.790719
9095,0.951659
9096,0.584368
9097,0.447323
9098,0.55204
9099,0.398863
9100,0.632711
9101,0.420691
9102,0.664662
9103,0.059372
9104,0.852667
9105,0.154836
9106,0.386515
9107,0.166555
9108,0.935051
9109,0.753089
9110,0.236762
9111,0.358742
9112,0.949312
9113,0.199243
9114,0.575739
9115,0.207235
9116,0.971216
9117,0.522564
9118,0.00149689
9119,0.582836
9120,0.927585
9121,0.182662
9122,0.952982
9123,0.292946
9124,0.611329
9125,0.635733
9126,0.329907
9127,0.918322
9128,0.125245
9129,0.583571
9130,0.527616
9131,0.586197
9132,0.768402
9133,0.716737
9134,0.156076
9135,0.488795
9136,0.0812759
9137,0.52395
9138,0.557837
9139,0.26303
9140,0.615473
9141,0.272562
9142,0.580952
9143,0.123761
9144,0.144148
9145,0.781636
9146,0.498056
9147,0.640254
9148,0.836489
9149,0.462353
9150,0.418791
9151,0.780227
9152,0.19361
9153,0.0332906
9154,0.524506
9155,0.850091
9156,0.796348
9157,0.714418
9158,0.294546
9159,0.031749
9160,0.613878
9161,0.837748
9162,0.00370403
9163,0.66895
9164,0.434447
9165,0.099627
9166,0.889757
9167,0.36884
9168,0.0281137
9169,0.92523
9170,0.835812
9171,0.451784
9172,0.76129
9173,0.0662235
9174,0.330015
9175,0.665038
9176,0.33246
9177,0.944784
9178,0.0785695
9179,0.249432
9180,0.0691335
9181,0.868604
9182,0.508839
9183,0.0544962
9184,0.252419
9185,0.940497
9186,0.637342
9187,0.0936291
9188,0.35538
9189,0.781397
9190,0.350784
9191,0.639844
9192,0.985207
9193,0.47642
9194,0.0929796
9195,0.122776
9196,0.00132623
9197,0.980221
9198,0.630907
9199,0.903136
9200,0.488806
9201,0.510837
9202,0.931552
9203,0.691348
9204,0.449121
9205,0.791789
9206,0.988159
9207,0.428083
9208,0.63169
9209,0.832401
9210,0.538656
9211,0.856751
9212,0.476181
9213,0.868575
9214,0.197097
9215,0.558355
9216,0.726867
9217,0.113831
9218,0.325888
9219,0.669705
9220,0.679058
9221,0.727021
9222,0.595262
9223,0.91458
9224,0.939601
9225,0.413278
9226,0.268197
9227,0.507657
9228,0.947648
9229,0.00332778
9230,0.802862
9231,0.271795
9232,0.680324
9233,0.259141
9234,0.948205
9235,0.285516
9236,0.0358721
9237,0.72716
9238,0.516895
9239,0.159424
9240,0.372532
9241,0.291002
9242,0.927252
9243,0.753913
9244,0.816374
9245,0.891115
9246,0.213595
9247,0.687495
9248,0.920026
9249,0.797559
9250,0.892758
9251,0.252476
9252,0.444479
9253,0.602615
9254,0.0511161
9255,0.525615
9256,0.788705
9257,0.391785
9258,0.567662
9259,0.224037
9260,0.45063
9261,0.144907
9262,0.128601
9263,0.665376
9264,0.865166
9265,0.494281
9266,0.810065
9267,0.515454
9268,0.730663
9269,0.345166
9270,0.528306
9271,0.582167
9272,0.157683
9273,0.257635
9274,0.679848
9275,0.991677
9276,0.509787
9277,0.750193
9278,0.244207
9279,0.679001
9280,0.964744
9281,0.0578095
9282,0.503899
9283,0.271931
9284,0.618777
9285,0.244044
9286,0.183513
9287,0.442812
9288,0.352089
9289,0.702977
9290,0.13274
9291,0.460361
9292,0.839871
9293,0.906919
9294,0.916783
9295,0.572763
9296,0.651308
9297,0.0658857
9298,0.648712
9299,0.588215
9300,0.655039
9301,0.110952
9302,0.747845
9303,0.450475
9304,0.221372
9305,0.932755
9306,0.759508
9307,0.110601
9308,0.460738
9309,0.076077
9310,0.97646
9311,0.713682
9312,0.899001
9313,0.479867
9314,0.990751
9315,0.208107
9316,0.200968
9317,0.367938
9318,0.934711
9319,0.367666
9320,0.404653
9321,0.938428
9322,0.577395
9323,0.832025
9324,0.414391
9325,0.109841
9326,0.492325
9327,0.822935
9328,0.467949
9329,0.688945
9330,0.646177
9331,0.401663
9332,0.891463
9333,0.00203637
9334,0.246666
9335,0.482948
9336,0.589665
9337,0.238268
9338,0.879923
9339,0.813191
9340,0.493972
9341,0.594179
9342,0.539874
9343,0.0223006
9344,0.167029
9345,0.275622
9346,0.359429
9347,0.951716
9348,0.20209
9349,0.640566
9350,0.778662
9351,0.293639
9352,0.17484
9353,0.278361
9354,0.689753
9355,0.211726
9356,0.122964
9357,0.782828
9358,0.271503
9359,0.880659
9360,0.717025
9361,0.943841
9362,0.83515
9363,0.625805
9364,0.020087
9365,0.251011
9366,0.943483
9367,0.674906
9368,0.541558
9369,0.0607223
9370,0.310492
9371,0.0774619
9372,0.904131
9373,0.751545
9374,0.840826
9375,0.495711
9376,0.0462312
9377,0.301183
9378,0.506939
9379,0.731178
9380,0.363616
9381,0.219371
9382,0.295131
9383,0.695398
9384,0.393604
9385,0.814926
9386,0.965707
9387,0.25122
9388,0.607727
9389,0.651542
9390,0.981587
9391,0.896074
9392,0.100513
9393,0.436537
9394,0.356208
9395,0.600521
9396,0.643813
9397,0.810906
9398,0.875967
9399,0.489587
9400,0.870847
9401,0.779663
9402,0.763446
9403,0.211893
