x[i+k],x[i]
0.311025,0.828169
0.888766,0.373209
0.856839,0.0414706
0.355149,0.199198
0.673827,0.345793
0.775776,0.886644
0.569276,0.820941
0.380499,0.216825
0.878929,0.0332826
0.848492,0.241258
0.505457,0.316377
0.726843,0.380951
0.0689077,0.111993
0.741122,0.865005
0.580235,0.464449
0.292618,0.606455
0.979663,0.89126
0.93273,0.181384
0.380581,0.836502
0.182296,0.28788
0.174524,0.0544081
0.875349,0.958072
0.174897,0.7438
0.777082,0.255848
0.497105,0.0538262
0.370203,0.625574
0.00652534,0.00256172
0.114554,0.0970464
0.962052,0.075433
0.539882,0.855676
0.462131,0.542287
0.433546,0.8325
0.0138836,0.441794
0.278296,0.366277
0.654157,0.394465
0.448873,0.460592
0.418664,0.828681
0.57248,0.324222
0.58007,0.593561
0.647388,0.349563
0.975137,0.0771747
0.0797364,0.0175909
0.114637,0.981662
0.0570952,0.194291
0.0499668,0.0766888
0.618976,0.596977
0.429477,0.512097
0.953891,0.0525219
0.418799,0.443361
0.837826,0.232187
0.692779,0.0729553
0.901636,0.286699
0.610921,0.111443
0.705004,0.474117
0.823679,0.19099
0.268165,0.352392
0.369983,0.798816
0.780478,0.347902
0.542192,0.48462
0.561309,0.837573
0.434551,0.592159
0.104256,0.180285
0.232806,0.864028
0.307388,0.0581475
0.290335,0.651605
0.72456,0.145214
0.431913,0.983114
0.0945568,0.626196
0.100313,0.0428336
0.233824,0.799561
0.151953,0.923992
0.722808,0.501989
0.849891,0.521936
0.0065561,0.503287
0.34086,0.392083
0.984242,0.567865
0.74815,0.775411
0.639438,0.0884986
0.146646,0.980956
0.632561,0.946827
0.0920406,0.436981
0.420095,0.357121
0.983318,0.523953
0.566787,0.514652
0.314213,0.0836309
0.0076232,0.800611
0.3026,0.466166
0.988102,0.730432
0.233718,0.152491
0.544574,0.994658
0.562523,0.574578
0.349989,0.528817
0.617315,0.310673
0.291629,0.989427
0.936254,0.763961
0.200942,0.92419
0.281311,0.0282944
0.552248,0.621037
0.135689,0.264629
0.34826,0.119035
0.919646,0.449901
0.916067,0.355883
0.086315,0.222246
0.374738,0.904169
0.898827,0.320033
0.894612,0.919312
0.448129,0.46135
0.772023,0.2446
0.234028,0.0654438
0.829405,0.0636517
0.987842,0.170282
0.198576,0.0303472
0.651384,0.269153
0.533782,0.750824
0.869859,0.787073
0.236974,0.882042
0.237926,0.789505
0.0117514,0.153042
0.0572109,0.324241
0.644274,0.386489
0.305801,0.956038
0.417388,0.538885
0.783486,0.75393
0.819374,0.189411
0.253063,0.0175134
0.187795,0.648779
0.679126,0.240905
0.510057,0.386371
0.137195,0.33051
0.117583,0.0438394
0.925882,0.00705367
0.796559,0.354557
0.507599,0.163807
0.488048,0.80831
0.194799,0.56481
0.520848,0.132322
0.671207,0.5006
0.25453,0.938236
0.127648,0.454693
0.472206,0.0739036
0.722682,0.380711
0.621615,0.660001
0.0463719,0.401808
0.732318,0.131673
0.175512,0.183567
0.19062,0.849901
0.204458,0.101394
0.265201,0.987179
0.795489,0.712057
0.276867,0.753249
0.885571,0.990288
0.490888,0.797715
0.735951,0.556777
0.0114699,0.745418
0.819322,0.863599
0.24431,0.483676
0.143677,0.542004
0.943812,0.865926
0.997598,0.190049
0.373616,0.67613
0.526031,0.173111
0.274505,0.564236
0.551415,0.730489
0.442547,0.539706
0.292955,0.346904
0.337192,0.719414
0.517129,0.178526
0.735303,0.82808
0.573499,0.25308
0.116679,0.746773
0.230449,0.39282
0.934824,0.360989
0.226915,0.374126
0.564174,0.878636
0.554766,0.224513
0.397624,0.93779
0.502026,0.0807974
0.811287,0.672129
0.211834,0.0534412
0.400345,0.253833
0.973247,0.504789
0.683315,0.737537
0.565618,0.490376
0.743456,0.418618
0.165391,0.139116
0.531936,0.860135
0.221124,0.39584
0.769966,0.466761
0.345397,0.448039
0.672552,0.33414
0.27193,0.900163
0.980961,0.0701761
0.742305,0.773956
0.827397,0.792247
0.0460808,0.954139
0.458929,0.227743
0.96528,0.0193278
0.509703,0.142244
0.560862,0.530898
0.670014,0.253159
0.113294,0.726253
0.122093,0.20195
0.668711,0.334418
0.782457,0.892059
0.226199,0.0141077
0.914271,0.455009
0.525185,0.498129
0.272085,0.895232
0.687479,0.26749
0.221629,0.0994829
0.327226,0.73356
0.752888,0.680558
0.822802,0.292506
0.823403,0.262591
0.51575,0.383663
0.109916,0.493417
0.695367,0.629044
0.963463,0.232009
0.124068,0.364078
0.378185,0.74592
0.200929,0.350267
0.848396,0.292456
0.187688,0.726115
0.993605,0.120481
0.219964,0.875167
0.608727,0.215234
0.895792,0.54719
0.839695,0.361615
0.624206,0.718593
0.102257,0.663099
0.156515,0.139957
0.769001,0.212173
0.444182,0.851882
0.21596,0.732464
0.478384,0.56825
0.918517,0.594146
0.886602,0.679313
0.405427,0.766913
0.887395,0.0742902
0.949458,0.399032
0.614266,0.107359
0.654549,0.558185
0.9198,0.510058
0.228651,0.494245
0.157343,0.544006
0.683963,0.330907
0.54308,0.313859
0.165741,0.452964
0.185428,0.987262
0.555513,0.381701
0.975847,0.663812
0.343125,0.47403
0.240944,0.862449
0.936739,0.748552
0.147584,0.128338
0.235698,0.886196
0.444381,0.76185
0.271907,0.890247
0.384491,0.364181
0.908188,0.500558
0.831465,0.541835
0.855693,0.592151
0.0451153,0.374545
0.361808,0.0214342
0.403135,0.230544
0.894355,0.91732
0.391351,0.378982
0.241431,0.23748
0.986032,0.632294
0.760633,0.178169
0.0643659,0.133615
0.895465,0.99633
0.886577,0.508747
0.872928,0.167372
0.66793,0.271069
0.812903,0.781116
0.373267,0.499395
0.87394,0.668597
0.690031,0.418382
0.648925,0.235748
0.153068,0.0931661
0.472148,0.543281
0.780761,0.544419
0.176713,0.713579
0.891748,0.766792
0.900408,0.937345
0.933676,0.956114
0.464861,0.795873
0.963245,0.820253
0.0913219,0.337789
0.118905,0.631174
0.130569,0.904225
0.572822,0.492172
0.910554,0.00450908
0.240257,0.262853
0.356019,0.559479
0.10276,0.393325
0.937743,0.828167
0.541746,0.88352
0.650313,0.114456
0.0518016,0.433494
0.389608,0.550721
0.346594,0.985477
0.805731,0.854469
0.192258,0.309838
0.941013,0.897052
0.801278,0.311163
0.803335,0.0715819
0.076091,0.3741
0.636953,0.713889
0.273368,0.316348
0.709672,0.992972
0.821139,0.376127
0.259648,0.647416
0.761872,0.362885
0.796378,0.909961
0.460682,0.813673
0.799151,0.185986
0.040455,0.807275
0.117113,0.604881
0.501934,0.232713
0.543876,0.058126
0.129708,0.303211
0.677311,0.347211
0.0610999,0.205799
0.522147,0.314264
0.307236,0.334468
0.710595,0.231819
0.879234,0.128375
0.491259,0.970243
0.880204,0.641106
0.454779,0.287638
0.473624,0.340885
0.14816,0.25393
0.858811,0.514079
0.746792,0.265274
0.3234,0.360745
0.663956,0.290668
0.63788,0.453108
0.658907,0.341268
0.655532,0.69898
0.0334473,0.181053
0.412872,0.962768
0.0911424,0.744042
0.714285,0.292106
0.933212,0.582402
0.87004,0.594489
0.935374,0.387992
0.641922,0.343664
0.857743,0.0835347
0.348808,0.500733
0.861478,0.604535
0.895204,0.672208
0.125316,0.525434
0.866701,0.533083
0.232063,0.784222
0.965275,0.522233
0.485,0.265511
0.00955287,0.378147
0.670253,0.576143
0.158545,0.723838
0.318327,0.603465
0.991457,0.0285846
0.372248,0.253702
0.337236,0.633379
0.134111,0.229991
0.834527,0.686045
0.358253,0.995589
0.521023,0.72973
0.262814,0.483568
0.267791,0.387724
0.909957,0.494877
0.760387,0.233066
0.611213,0.394957
0.9711,0.76994
0.493778,0.281466
0.884931,0.129645
0.15823,0.812106
0.0658072,0.876388
0.509767,0.530478
0.76047,0.403044
0.0890881,0.643878
0.639467,0.594996
0.324726,0.447341
0.930909,0.16049
0.548214,0.58754
0.082417,0.1987
0.431766,0.45817
0.853128,0.842804
0.612745,0.0429784
0.324444,0.824228
0.953873,0.106523
0.918629,0.209376
0.0857643,0.112103
0.642581,0.984436
0.38748,0.595531
0.239409,0.40305
0.998046,0.476568
0.923909,0.878876
0.0393661,0.322773
0.910313,0.854818
0.0535176,0.58758
0.0457501,0.99273
0.835534,0.485283
0.528262,0.898878
0.723106,0.448279
0.554802,0.852706
0.0620819,0.676979
0.789082,0.473431
0.457867,0.147846
0.743377,0.431662
0.834712,0.845347
0.321915,0.982787
0.861663,0.832759
0.155532,0.245823
0.100641,0.901029
0.488609,0.0658444
0.0585743,0.154159
0.639442,0.534359
0.433237,0.894109
0.342388,0.167704
0.0204096,0.156343
0.833322,0.89719
0.370621,0.0824915
0.230338,0.622403
0.0540657,0.828489
0.673835,0.973715
0.956502,0.888778
0.721537,0.99575
0.241573,0.818165
0.719195,0.877068
0.942913,0.342214
0.496373,0.207804
0.742163,0.00148724
0.895596,0.135815
0.303519,0.1754
0.331743,0.237984
0.135174,0.323928
0.40642,0.165065
0.787469,0.505795
0.334283,0.636757
0.610473,0.841534
0.730313,0.00811888
0.00386893,0.566975
0.38514,0.451849
0.328918,0.245442
0.587657,0.104335
0.312139,0.271831
0.273318,0.0840297
0.219845,0.0543021
0.229702,0.168914
0.406898,0.523363
0.847291,0.561446
0.726511,0.542071
0.0478665,0.253711
0.890469,0.51398
0.355514,0.38215
0.390269,0.500941
0.0679157,0.0858265
0.537676,0.394138
0.63958,0.453056
0.55739,0.866594
0.138425,0.227237
0.311266,0.869529
0.923831,0.411743
0.580657,0.531111
0.0544741,0.153534
0.714979,0.987555
0.529626,0.901766
0.155477,0.44149
0.95547,0.577493
0.959643,0.0459453
0.546886,0.310984
0.396811,0.349912
0.744049,0.614802
0.0678576,0.934487
0.801081,0.383629
0.610866,0.625248
0.494777,0.939506
0.351249,0.922132
0.453243,0.418609
0.572142,0.931906
0.919461,0.507717
0.409483,0.287122
0.728612,0.449087
0.0265797,0.564959
0.610905,0.684082
0.995066,0.986222
0.336134,0.157791
0.772593,0.391877
0.326363,0.0801833
0.463813,0.840451
0.465699,0.127444
0.0669493,0.0746784
0.99681,0.960476
0.379085,0.418198
0.350104,0.450053
0.95777,0.951227
0.238349,0.269564
0.718651,0.367253
0.932212,0.966961
0.651043,0.745231
0.731453,0.543117
0.700908,0.646109
0.0379858,0.0675874
0.147771,0.473501
0.313952,0.364349
0.491793,0.611583
0.686262,0.77965
0.740127,0.558742
0.97694,0.683072
0.133125,0.119211
0.0704382,0.327043
0.596608,0.0908957
0.458149,0.308787
0.275748,0.315259
0.0604896,0.390361
0.933478,0.926791
0.5729,0.791943
0.85953,0.634385
0.107886,0.610886
0.975235,0.00730106
0.618884,0.421838
0.201488,0.467028
0.0257696,0.305146
0.988218,0.941615
0.0608261,0.00270948
0.329753,0.121344
0.212239,0.131264
0.440051,0.926361
0.241619,0.670388
0.0607487,0.715799
0.64259,0.302109
0.0940519,0.994226
0.628612,0.21549
0.826376,0.953582
0.960883,0.736498
0.158336,0.801611
0.268639,0.579768
0.884914,0.359825
0.30144,0.294408
0.297118,0.873132
0.994475,0.362266
0.49353,0.626871
0.553231,0.206715
0.877103,0.933581
0.64938,0.794851
0.0969595,0.937851
0.932077,0.29197
0.507461,0.191011
0.144594,0.560689
0.297187,0.333837
0.135448,0.105477
0.685245,0.455523
0.815348,0.404086
0.698495,0.570158
0.44329,0.116787
0.479053,0.995612
0.622483,0.437766
0.64448,0.972583
0.906164,0.175714
0.970565,0.521583
0.459434,0.555545
0.847515,0.0675243
0.258536,0.391512
0.952201,0.354976
0.688813,0.403129
0.508607,0.249388
0.704911,0.824261
0.228347,0.193851
0.76401,0.520259
0.637047,0.926842
0.922454,0.2073
0.645066,0.1161
0.0886831,0.544937
0.720651,0.289546
0.811129,0.994847
0.550392,0.691216
0.75874,0.270563
0.662075,0.397907
0.752883,0.0172761
0.420406,0.614276
0.863664,0.441696
0.265957,0.929012
0.122864,0.568575
0.0888345,0.494304
0.421145,0.886873
0.0941735,0.725881
0.841981,0.3436
0.888537,0.739239
0.0287857,0.930664
0.925512,0.609188
0.300404,0.839915
0.110478,0.475904
0.873811,0.0591445
0.0764206,0.772553
0.386829,0.626694
0.0683903,0.496826
0.425838,0.250492
0.819068,0.334347
0.828651,0.548702
0.435575,0.907902
0.633783,0.249796
0.593395,0.529749
0.268988,0.475765
0.406429,0.481932
0.09112,0.297774
0.137689,0.331941
0.807845,0.391524
0.450669,0.248167
0.02072,0.681656
0.308351,0.527089
0.0239154,0.407549
0.658041,0.376741
0.711088,0.449754
0.998456,0.477109
0.385011,0.539738
0.789534,0.434031
0.96378,0.0187942
0.494559,0.38293
0.864862,0.232768
0.530542,0.900988
0.232929,0.955982
0.347506,0.668231
0.916398,0.0407745
0.722431,0.798174
0.325264,0.937118
0.344666,0.0307813
0.407522,0.349179
0.798933,0.00270744
0.479816,0.11861
0.658348,0.797388
0.231419,0.864827
0.883621,0.447883
0.830812,0.195199
0.427967,0.37818
0.279169,0.695674
0.651656,0.958509
0.626739,0.512098
0.552872,0.999162
0.797336,0.543137
0.480254,0.275303
0.306084,0.1226
0.471779,0.824921
0.827628,0.713607
0.832217,0.270712
0.0681,0.307444
0.172271,0.490565
0.938447,0.299519
0.494718,0.0558922
0.434072,0.76926
0.464934,0.922685
0.881194,0.713241
0.225339,0.116589
0.115751,0.507933
0.05107,0.778211
0.0535145,0.913088
0.0356874,0.531324
0.356245,0.359599
0.0732055,0.507466
0.778178,0.183873
0.491318,0.905422
0.395987,0.846278
0.145797,0.663589
0.719481,0.334434
0.103694,0.640516
0.563201,0.153553
0.866794,0.568627
0.685217,0.444395
0.952328,0.0921331
0.870344,0.800968
0.714056,0.00339806
0.534723,0.923859
0.283458,0.749743
0.257209,0.890968
0.0748412,0.356663
0.262085,0.035387
0.881665,0.566159
0.229748,0.658072
0.992506,0.027462
0.667978,0.949229
0.102782,0.0961998
0.664827,0.231179
0.675573,0.969577
0.0617098,0.350044
0.151012,0.627901
0.6313,0.932054
0.855913,0.865068
0.614811,0.166022
0.0569898,0.139371
0.496034,0.87202
0.907407,0.131831
0.69799,0.758119
0.416191,0.789072
0.816534,0.927738
0.876967,0.408697
0.504897,0.484511
0.71569,0.979749
0.949326,0.169724
0.519768,0.391263
0.0191647,0.0110356
0.94309,0.67078
0.535848,0.650464
0.816486,0.799003
0.938374,0.150659
0.0226785,0.873476
0.00530696,0.434408
0.192527,0.930085
0.719157,0.703297
0.631035,0.608719
0.0174162,0.535691
0.0202021,0.508001
0.48775,0.522313
0.692038,0.735892
0.127155,0.437076
0.448112,0.211806
0.882587,0.14632
0.796784,0.391202
0.190205,0.418435
0.569093,0.613271
0.486747,0.128578
0.562986,0.591772
0.521857,0.492054
0.19535,0.755514
0.364232,0.241014
0.776705,0.826385
0.334386,0.381649
0.903962,0.796907
0.532799,0.822137
0.259213,0.596
0.807806,0.659954
0.806275,0.707324
0.098526,0.690393
0.108827,0.603059
0.216329,0.288731
0.417309,0.67792
0.269692,0.703076
0.19513,0.980295
0.735809,0.791549
0.0325636,0.39048
0.216865,0.100042
0.48169,0.809269
0.606176,0.551251
0.373388,0.385652
0.981652,0.138975
0.798929,0.632601
0.339925,0.789458
0.479851,0.605204
0.208263,0.438451
0.727182,0.588678
0.266598,0.424592
0.127668,0.144491
0.124786,0.53629
0.32784,0.322798
0.713278,0.860595
0.960637,0.360403
0.169672,0.930143
0.481394,0.442327
0.82798,0.775848
0.914823,0.854782
0.487383,0.809632
0.59909,0.713752
0.318956,0.827308
0.265759,0.0789411
0.667619,0.527219
0.951811,0.99294
0.137431,0.934217
0.470508,0.0794797
0.402278,0.262217
0.122812,0.798348
0.158751,0.115556
0.0456986,0.0834492
0.525776,0.328423
0.104271,0.527093
0.381875,0.353756
0.163388,0.0190939
0.732846,0.869258
0.696565,0.762478
0.841419,0.0518025
0.579022,0.962324
0.955264,0.509038
0.443256,0.530833
0.610313,0.0926953
0.354912,0.913763
0.712111,0.0125903
0.128146,0.477725
0.561174,0.870862
0.199285,0.173845
0.700938,0.0869502
0.440706,0.303556
0.32265,0.0828125
0.95207,0.604094
0.366573,0.0554961
0.107299,0.648636
0.61096,0.207992
0.71703,0.68632
0.217153,0.566224
0.658919,0.160286
0.0740495,0.827466
0.840056,0.0138314
0.491556,0.78616
0.657022,0.968202
0.142047,0.0527297
0.13968,0.856307
0.159863,0.842984
0.925797,0.580386
0.184481,0.482513
0.538009,0.877867
0.526503,0.551053
0.759045,0.645308
0.331628,0.137462
0.703686,0.476076
0.636362,0.548781
0.376247,0.362605
0.376436,0.710412
0.496572,0.216303
0.184505,0.867992
0.920722,0.153594
0.00990141,0.326552
0.169536,0.060402
0.640788,0.169765
0.652278,0.0953331
0.9732,0.825269
0.376322,0.190287
0.835595,0.499703
0.637165,0.135368
0.611444,0.167223
0.716004,0.340851
0.703456,0.247806
0.958217,0.0922508
0.308554,0.0798921
0.947885,0.454789
0.608383,0.493059
0.819611,0.868607
0.929009,0.618285
0.788049,0.989147
0.0844802,0.569797
0.395066,0.440327
0.630614,0.0576804
0.557383,0.771388
0.906755,0.466209
0.633432,0.194548
0.535398,0.518199
0.766005,0.349436
0.441687,0.238854
0.318746,0.724222
0.179011,0.750241
0.2433,0.266631
0.135237,0.787394
0.405678,0.0629104
0.0520576,0.064246
0.634043,0.193728
0.634055,0.136538
0.194218,0.0291086
0.800496,0.264669
0.730878,0.751601
0.946149,0.707252
0.225451,0.364311
0.713747,0.481547
0.720401,0.991455
0.715677,0.155433
0.905674,0.0391476
0.305778,0.894688
0.682082,0.148974
0.211884,0.441016
0.505262,0.08776
0.281488,0.263942
0.400479,0.139305
0.168413,0.915543
0.180212,0.594698
0.346299,0.96891
0.676161,0.91109
0.275401,0.292448
0.773995,0.901612
0.893067,0.989147
0.144581,0.494397
0.533544,0.608744
0.503432,0.0502549
0.199229,0.839323
0.280339,0.185513
0.273273,0.411113
0.675054,0.7856
0.924905,0.554761
0.470303,0.0755337
0.670231,0.0933182
0.0622277,0.650515
0.561606,0.0165302
0.308978,0.738389
0.640001,0.837006
0.826154,0.0829734
0.57737,0.533068
0.141812,0.970735
0.0209897,0.110915
0.950237,0.645244
0.830757,0.220218
0.631331,0.230576
0.0161763,0.10403
0.658791,0.306385
0.381919,0.941081
0.0343994,0.129094
0.77961,0.05215
0.0686802,0.0966272
0.835016,0.341215
0.178222,0.377658
0.460632,0.475017
0.00808517,0.00437554
0.97511,0.038002
0.148917,0.149897
0.795141,0.9961
0.216318,0.0991542
0.32973,0.625898
0.729928,0.847649
0.154034,0.345906
0.286988,0.388719
0.517813,0.535953
0.588103,0.321387
0.418014,0.297423
0.638638,0.656783
0.0344416,0.253031
0.728048,0.81686
0.821236,0.495073
0.533075,0.736133
0.88603,0.796346
0.792446,0.681992
0.781146,0.681171
0.307069,0.00876439
0.856414,0.110877
0.456783,0.0369971
0.425716,0.0104478
0.546401,0.743771
0.0651579,0.94353
0.240953,0.134504
0.791287,0.483172
0.736203,0.879591
0.696451,0.825729
0.320802,0.46425
0.200383,0.517687
0.314033,0.853877
0.535869,0.0864132
0.767584,0.106479
0.115244,0.317016
0.427892,0.0746533
0.11165,0.971657
0.982105,0.884675
0.628446,0.537367
0.480896,0.528506
0.66301,0.693604
0.176776,0.721849
0.60144,0.454297
0.280025,0.912979
0.377229,0.297892
0.815579,0.600827
0.454704,0.577612
0.664026,0.129612
0.236091,0.990574
0.30759,0.43161
0.506263,0.351335
0.322992,0.735482
0.620157,0.617913
0.15528,0.305097
0.833603,0.248603
0.942207,0.636176
0.358025,0.496612
0.950909,0.118983
0.0319623,0.959466
0.257358,0.230934
0.831761,0.409192
0.986804,0.0729366
0.202549,0.286466
0.27704,0.65083
0.0824394,0.43864
0.789975,0.584629
0.320111,0.588702
0.206616,0.112967
0.418064,0.940269
0.188872,0.361896
0.998072,0.251667
0.74828,0.131079
0.250063,0.356097
0.315563,0.699189
0.930123,0.282025
0.691217,0.572921
0.645857,0.761884
0.04835,0.678021
0.32885,0.848406
0.287046,0.32539
0.910019,0.411289
0.999992,0.0770213
0.189989,0.23013
0.170399,0.206608
0.568504,0.608053
0.85972,0.359271
0.49035,0.566576
0.922673,0.608
0.307189,0.740413
0.0224378,0.238237
0.811157,0.237312
0.999196,0.713654
0.391675,0.457014
0.30542,0.0475465
0.372936,0.720525
0.131815,0.592467
0.669488,0.282955
0.513085,0.131806
0.338414,0.859476
0.467529,0.683484
0.0427546,0.906918
0.473494,0.32725
0.93525,0.533105
0.273517,0.396167
0.634404,0.242439
0.479751,0.295955
0.00960964,0.445561
0.902576,0.478948
0.526494,0.401285
0.12181,0.207996
0.800462,0.89943
0.182385,0.253624
0.385431,0.46995
0.329427,0.69547
0.378954,0.723845
0.630763,0.796956
0.124206,0.421709
0.954813,0.104257
0.500424,0.0594555
0.301895,0.228331
0.524286,0.134828
0.580389,0.781646
0.260593,0.533896
0.93518,0.482965
0.690961,0.787087
0.686518,0.05699
0.310614,0.491423
0.961374,0.868903
0.564373,0.696045
0.41989,0.2908
0.0877561,0.943327
0.365036,0.0506526
0.15491,0.211962
0.271417,0.319849
0.54818,0.655334
0.790162,0.573312
0.354957,0.072466
0.606362,0.370552
0.853517,0.615551
0.402638,0.541542
0.598532,0.544478
0.0359011,0.0891558
0.958058,0.909146
0.605191,0.997275
0.288075,0.522431
0.465758,0.0250809
0.0757335,0.375831
0.587793,0.830794
0.150643,0.230643
0.885977,0.85921
0.432522,0.698823
0.771289,0.676139
0.0466909,0.787479
0.40303,0.377651
0.919193,0.900208
0.444685,0.805668
0.894824,0.517725
0.426871,0.480586
0.477861,0.852882
0.375314,0.0320625
0.0571434,0.765936
0.141768,0.841072
0.671866,0.132877
0.36352,0.729561
0.588771,0.82251
0.521333,0.249497
0.925636,0.0212927
0.808772,0.292622
0.670273,0.972327
0.872535,0.211802
0.0174702,0.589467
0.107192,0.31722
0.797806,0.912294
0.765176,0.534063
0.566126,0.275668
0.0416041,0.14049
0.981562,0.623269
0.756146,0.183372
0.912932,0.653429
0.475939,0.119666
0.369163,0.501703
0.522996,0.997272
0.289894,0.294799
0.267126,0.331768
0.54357,0.960167
0.549634,0.13966
0.45688,0.56104
0.473334,0.656826
0.190889,0.254687
0.530354,0.238511
0.379001,0.757014
0.380283,0.571959
0.75533,0.360563
0.0139921,0.136429
0.256095,0.668263
0.169966,0.489931
0.487202,0.625258
0.920056,0.692962
0.0247298,0.777096
0.737264,0.187182
0.326842,0.5683
0.12934,0.286898
0.943723,0.783723
0.0384095,0.602674
0.841184,0.134612
0.891627,0.568764
0.140723,0.220185
0.580748,0.27191
0.408339,0.896053
0.564316,0.59474
0.0846709,0.664434
0.289692,0.734282
0.427244,0.571873
0.348969,0.209749
0.396931,0.451974
0.0202732,0.0862329
0.373131,0.723773
0.507496,0.149613
0.752286,0.316854
0.451466,0.545905
0.114669,0.593471
0.813655,0.343093
0.615003,0.255392
0.151445,0.394404
0.989144,0.0233425
0.687777,0.715761
0.450042,0.0738149
0.645688,0.977469
0.187218,0.877286
0.32926,0.994657
0.0808901,0.584148
0.307921,0.349533
0.499146,0.454021
0.770875,0.815417
0.361323,0.251432
0.844902,0.222341
0.565434,0.475992
0.731384,0.658558
0.0529617,0.180437
0.20378,0.882829
0.59859,0.0421057
0.115921,0.891557
0.869026,0.0486322
0.925918,0.761609
0.756266,0.0562432
0.640392,0.255178
0.604711,0.837156
0.291176,0.948313
0.76373,0.103857
0.355289,0.0620511
0.284392,0.125053
0.601046,0.200191
0.858749,0.849826
0.0302628,0.33243
0.215259,0.911711
0.953816,0.234042
0.125599,0.813849
0.862481,0.0697371
0.831346,0.994624
0.0508677,0.788399
0.0435773,0.587612
0.424767,0.691259
0.639572,0.648288
0.752145,0.715944
0.777995,0.403303
0.528356,0.107434
0.307625,0.0623869
0.912213,0.129401
0.461831,0.166374
0.0780844,0.942475
0.176518,0.67709
0.490939,0.0319008
0.101638,0.302117
0.296741,0.35342
0.141819,0.932984
0.520595,0.347609
0.038868,0.185396
0.833685,0.945363
0.661306,0.67844
0.0817427,0.58583
0.693263,0.439301
0.501688,0.610099
0.7395,0.000887994
0.167262,0.413901
0.356377,0.201331
0.878422,0.245346
0.277247,0.532894
0.835011,0.369361
0.722781,0.378885
0.311868,0.131752
0.479361,0.8646
0.0499962,0.832463
0.777826,0.518229
0.196669,0.883681
0.469511,0.439132
0.878434,0.278412
0.88851,0.162774
0.163662,0.380122
0.794023,0.62801
0.829342,0.330924
0.57627,0.1504
0.683294,0.707763
0.0771241,0.853517
0.232401,0.518305
0.650057,0.799905
0.664504,0.54427
0.376733,0.129418
0.647647,0.714501
0.598182,0.154559
0.593692,0.844316
0.122728,0.0676925
0.230467,0.472125
0.852248,0.0112378
0.639248,0.394129
0.725053,0.646271
0.796671,0.46859
0.176353,0.301323
0.154839,0.479965
0.99827,0.253477
0.053382,0.387241
0.93151,0.648327
0.777746,0.717886
0.432387,0.308244
0.462803,0.425392
0.269708,0.0305687
0.0982611,0.0564944
0.52862,0.392436
0.403674,0.328728
0.722857,0.380867
0.0271383,0.0429219
0.511512,0.447909
0.749232,0.823809
0.303774,0.687865
0.941342,0.904071
0.291312,0.302044
0.950371,0.994724
0.71261,0.222822
0.531066,0.728117
0.153509,0.144997
0.175566,0.993869
0.0503634,0.423218
0.815654,0.273827
0.602555,0.578983
0.959851,0.219327
0.262249,0.325412
0.773321,0.986989
0.810798,0.773761
0.461626,0.522553
0.426624,0.114572
0.416616,0.402968
0.397692,0.717936
0.940758,0.366987
0.0951038,0.110303
0.2553,0.471824
0.465693,0.248613
0.671831,0.430866
0.704693,0.516057
0.0950399,0.487484
0.706812,0.307248
0.63266,0.0548905
0.0418795,0.969061
0.742822,0.405981
0.928534,0.852677
0.967249,0.204448
0.607416,0.355158
0.0730939,0.383865
0.750852,0.00510802
0.115411,0.0138522
0.485677,0.845956
0.0945689,0.370711
0.801577,0.95137
0.467426,0.7664
0.253884,0.50627
0.813518,0.562466
0.617357,0.960696
0.929757,0.446178
0.852159,0.659236
0.511914,0.672579
0.877027,0.780693
0.135851,0.479163
0.863028,0.484443
0.489551,0.208945
0.222798,0.61388
0.459836,0.604962
0.975672,0.708474
0.659844,0.554405
0.320805,0.777249
0.283519,0.127271
0.689737,0.574689
0.535385,0.0970372
0.543216,0.307094
0.96633,0.465142
0.137721,0.395375
0.176068,0.478244
0.957407,0.0147486
0.499192,0.31192
0.520865,0.820436
0.434316,0.988743
0.593705,0.743663
0.452137,0.894152
0.448557,0.569377
0.346626,0.111981
0.239252,0.769362
0.344051,0.630145
0.727182,0.928989
0.236082,0.879435
0.344577,0.270398
0.665773,0.202413
0.680657,0.482299
0.497047,0.841841
0.153761,0.638064
0.4585,0.996239
0.984982,0.674626
0.418289,0.892816
0.786968,0.578687
0.148064,0.870427
0.982408,0.235525
0.0048865,0.49469
0.124835,0.221659
0.150648,0.348937
0.228372,0.852017
0.122415,0.386731
0.589143,0.57295
0.0552487,0.788188
0.630029,0.2698
0.907865,0.552296
0.548535,0.78379
0.458416,0.366364
0.25918,0.533517
0.112204,0.876706
0.747132,0.0461481
0.281673,0.260268
0.754958,0.72954
0.951199,0.286559
0.635496,0.879793
0.731811,0.101847
0.488578,0.863869
0.436819,0.854225
0.642413,0.0777214
0.347522,0.492068
0.0443636,0.272442
0.0562317,0.255386
0.621751,0.592899
0.126416,0.514648
0.391354,0.880931
0.927079,0.23862
0.498888,0.138486
0.868026,0.208752
0.495311,0.253847
0.13364,0.819225
0.921073,0.130808
0.994677,0.865451
0.719676,0.409651
0.487372,0.431496
0.923563,0.362089
0.634531,0.834894
0.09028,0.967927
0.560826,0.690763
0.205411,0.712031
0.592961,0.687242
0.925862,0.596765
0.73525,0.52004
0.728792,0.42475
0.678597,0.603276
0.422502,0.224104
0.354912,0.812237
0.677688,0.343574
0.753225,0.349589
